model,mode,threads,draft_max,p_split,request_idx,tokens_generated,time_ms,tokens_per_sec
coder_q4km,192t,192,4,0,0,128,26185,4.89
coder_q4km,192t,192,4,0,1,128,29635,4.32
coder_q4km,192t,192,4,0,2,128,28392,4.51
coder_q4km,192t,192,4,0,3,128,24113,5.31
coder_q4km,192t,192,4,0,4,0,600038,0.00
coder_q4km,192t,192,4,0,5,0,21,0.00
coder_q4km,192t,192,4,0,6,0,20,0.00
coder_q4km,192t,192,4,0,7,0,18,0.00
coder_q4km,192t,192,4,0,8,0,20,0.00
coder_q4km,192t,192,4,0,9,0,19,0.00
coder_q4km,192t,192,4,0,10,0,18,0.00
coder_q4km,192t,192,4,0,11,0,18,0.00
coder_q4km,192t,192,4,0,12,0,18,0.00
coder_q4km,192t,192,4,0,13,0,18,0.00
coder_q4km,192t,192,4,0,14,0,19,0.00
coder_q4km,192t,192,4,0,15,0,19,0.00
coder_q4km,192t,192,4,0,16,0,19,0.00
coder_q4km,192t,192,4,0,17,0,19,0.00
coder_q4km,192t,192,4,0,18,0,18,0.00
coder_q4km,192t,192,4,0,19,0,17,0.00
coder_q4km,192t,192,4,0,20,0,19,0.00
coder_q4km,192t,192,4,0,21,0,18,0.00
coder_q4km,192t,192,4,0,22,0,18,0.00
coder_q4km,192t,192,4,0,23,0,18,0.00
coder_q4km,192t,192,4,0,24,0,18,0.00
coder_q4km,192t,192,4,0,25,0,18,0.00
coder_q4km,192t,192,4,0,26,0,18,0.00
coder_q4km,192t,192,4,0,27,0,18,0.00
coder_q4km,192t,192,4,0,28,0,18,0.00
coder_q4km,192t,192,4,0,29,0,17,0.00
coder_q4km,192t,192,4,0,30,0,18,0.00
coder_q4km,192t,192,4,0,31,0,18,0.00
coder_q4km,192t,192,4,0,32,0,18,0.00
coder_q4km,192t,192,4,0,33,0,18,0.00
coder_q4km,192t,192,4,0,34,0,21,0.00
coder_q4km,192t,192,4,0,35,0,20,0.00
coder_q4km,192t,192,4,0,36,0,17,0.00
coder_q4km,192t,192,4,0,37,0,18,0.00
coder_q4km,192t,192,4,0,38,0,18,0.00
coder_q4km,192t,192,4,0,39,0,18,0.00
coder_q4km,192t,192,4,0,40,0,18,0.00
coder_q4km,192t,192,4,0,41,0,17,0.00
coder_q4km,192t,192,4,0,42,0,18,0.00
coder_q4km,192t,192,4,0,43,0,19,0.00
coder_q4km,192t,192,4,0,44,0,19,0.00
coder_q4km,192t,192,4,0,45,0,18,0.00
coder_q4km,192t,192,4,0,46,0,19,0.00
coder_q4km,192t,192,4,0,47,0,17,0.00
coder_q4km,192t,192,4,0,48,0,19,0.00
coder_q4km,192t,192,4,0,49,0,18,0.00
coder_q4km,192t,192,8,0,0,128,11144,11.49
coder_q4km,192t,192,8,0,1,128,18358,6.97
coder_q4km,192t,192,8,0,2,128,14546,8.80
coder_q4km,192t,192,8,0,3,128,14168,9.03
coder_q4km,192t,192,8,0,4,128,21405,5.98
coder_q4km,192t,192,8,0,5,128,11602,11.03
coder_q4km,192t,192,8,0,6,128,18013,7.11
coder_q4km,192t,192,8,0,7,128,14514,8.82
coder_q4km,192t,192,8,0,8,128,26195,4.89
coder_q4km,192t,192,8,0,9,128,75579,1.69
coder_q4km,192t,192,8,0,10,128,24048,5.32
coder_q4km,192t,192,8,0,11,128,80883,1.58
coder_q4km,192t,192,8,0,12,0,150209,0.00
coder_q4km,192t,192,8,0,13,0,20,0.00
coder_q4km,192t,192,8,0,14,0,20,0.00
coder_q4km,192t,192,8,0,15,0,19,0.00
coder_q4km,192t,192,8,0,16,0,19,0.00
coder_q4km,192t,192,8,0,17,0,19,0.00
coder_q4km,192t,192,8,0,18,0,17,0.00
coder_q4km,192t,192,8,0,19,0,18,0.00
coder_q4km,192t,192,8,0,20,0,17,0.00
coder_q4km,192t,192,8,0,21,0,18,0.00
coder_q4km,192t,192,8,0,22,0,18,0.00
coder_q4km,192t,192,8,0,23,0,19,0.00
coder_q4km,192t,192,8,0,24,0,18,0.00
coder_q4km,192t,192,8,0,25,0,18,0.00
coder_q4km,192t,192,8,0,26,0,18,0.00
coder_q4km,192t,192,8,0,27,0,18,0.00
coder_q4km,192t,192,8,0,28,0,17,0.00
coder_q4km,192t,192,8,0,29,0,19,0.00
coder_q4km,192t,192,8,0,30,0,18,0.00
coder_q4km,192t,192,8,0,31,0,19,0.00
coder_q4km,192t,192,8,0,32,0,18,0.00
coder_q4km,192t,192,8,0,33,0,18,0.00
coder_q4km,192t,192,8,0,34,0,19,0.00
coder_q4km,192t,192,8,0,35,0,19,0.00
coder_q4km,192t,192,8,0,36,0,19,0.00
coder_q4km,192t,192,8,0,37,0,18,0.00
coder_q4km,192t,192,8,0,38,0,18,0.00
coder_q4km,192t,192,8,0,39,0,18,0.00
coder_q4km,192t,192,8,0,40,0,18,0.00
coder_q4km,192t,192,8,0,41,0,17,0.00
coder_q4km,192t,192,8,0,42,0,18,0.00
coder_q4km,192t,192,8,0,43,0,18,0.00
coder_q4km,192t,192,8,0,44,0,18,0.00
coder_q4km,192t,192,8,0,45,0,19,0.00
coder_q4km,192t,192,8,0,46,0,18,0.00
coder_q4km,192t,192,8,0,47,0,19,0.00
coder_q4km,192t,192,8,0,48,0,18,0.00
coder_q4km,192t,192,8,0,49,0,17,0.00
