model,mode,threads,draft_max,p_split,request_idx,tokens_generated,time_ms,tokens_per_sec
coder_q4km,192t,192,8,0,0,0,21,0.00
coder_q4km,192t,192,8,0,1,128,25104,5.10
coder_q4km,192t,192,8,0,2,128,24247,5.28
coder_q4km,192t,192,8,0,3,128,19726,6.49
coder_q4km,192t,192,8,0,4,128,22189,5.77
coder_q4km,192t,192,8,0,5,128,8671,14.76
coder_q4km,192t,192,8,0,6,128,17107,7.48
coder_q4km,192t,192,8,0,7,128,17226,7.43
coder_q4km,192t,192,8,0,8,128,16937,7.56
coder_q4km,192t,192,8,0,9,128,20682,6.19
coder_q4km,192t,192,16,0,0,0,21,0.00
coder_q4km,192t,192,16,0,1,128,19711,6.49
coder_q4km,192t,192,16,0,2,128,21398,5.98
coder_q4km,192t,192,16,0,3,128,19839,6.45
coder_q4km,192t,192,16,0,4,128,20910,6.12
coder_q4km,192t,192,16,0,5,128,11238,11.39
coder_q4km,192t,192,16,0,6,128,3375,37.93
coder_q4km,192t,192,16,0,7,128,21337,6.00
coder_q4km,192t,192,16,0,8,128,16570,7.72
coder_q4km,192t,192,16,0,9,128,18616,6.88
coder_q4km,192t,192,24,0,0,128,11577,11.06
coder_q4km,192t,192,24,0,1,128,20459,6.26
coder_q4km,192t,192,24,0,2,128,18010,7.11
coder_q4km,192t,192,24,0,3,128,19221,6.66
coder_q4km,192t,192,24,0,4,128,20931,6.12
coder_q4km,192t,192,24,0,5,128,10046,12.74
coder_q4km,192t,192,24,0,6,128,24954,5.13
coder_q4km,192t,192,24,0,7,128,23140,5.53
coder_q4km,192t,192,24,0,8,0,497638,0.00
coder_q4km,192t,192,24,0,9,0,19,0.00
coder_q4km,192t,192,32,0,0,0,861,0.00
coder_q4km,192t,192,32,0,1,0,261,0.00
coder_q4km,192t,192,32,0,2,0,20,0.00
coder_q4km,192t,192,32,0,3,0,20,0.00
coder_q4km,192t,192,32,0,4,0,18,0.00
coder_q4km,192t,192,32,0,5,0,18,0.00
coder_q4km,192t,192,32,0,6,0,18,0.00
coder_q4km,192t,192,32,0,7,0,19,0.00
coder_q4km,192t,192,32,0,8,0,19,0.00
coder_q4km,192t,192,32,0,9,0,18,0.00
coder_q4km,192t,192,48,0,0,128,84039,1.52
coder_q4km,192t,192,48,0,1,128,75707,1.69
coder_q4km,192t,192,48,0,2,0,53609,0.00
coder_q4km,192t,192,48,0,3,0,20,0.00
coder_q4km,192t,192,48,0,4,0,21,0.00
coder_q4km,192t,192,48,0,5,0,18,0.00
coder_q4km,192t,192,48,0,6,0,19,0.00
coder_q4km,192t,192,48,0,7,0,19,0.00
coder_q4km,192t,192,48,0,8,0,18,0.00
coder_q4km,192t,192,48,0,9,0,18,0.00
