model,mode,threads,draft_max,p_split,request_idx,tokens_generated,time_ms,tokens_per_sec
coder_q4km,192t,192,8,0,0,128,9053,14.14
coder_q4km,192t,192,8,0,1,128,16539,7.74
coder_q4km,192t,192,8,0,2,128,18017,7.10
coder_q4km,192t,192,8,0,3,128,17148,7.46
coder_q4km,192t,192,8,0,4,128,15872,8.06
coder_q4km,192t,192,8,0,5,128,9100,14.07
coder_q4km,192t,192,8,0,6,128,13004,9.84
coder_q4km,192t,192,8,0,7,128,19378,6.61
coder_q4km,192t,192,8,0,8,128,16933,7.56
coder_q4km,192t,192,8,0,9,128,16869,7.59
coder_q4km,192t,192,16,0,0,128,8866,14.44
coder_q4km,192t,192,16,0,1,128,21566,5.94
coder_q4km,192t,192,16,0,2,128,17738,7.22
coder_q4km,192t,192,16,0,3,128,17779,7.20
coder_q4km,192t,192,16,0,4,128,20637,6.20
coder_q4km,192t,192,16,0,5,128,9107,14.06
coder_q4km,192t,192,16,0,6,0,13849,0.00
coder_q4km,192t,192,16,0,7,0,23,0.00
coder_q4km,192t,192,16,0,8,0,19,0.00
coder_q4km,192t,192,16,0,9,0,20,0.00
coder_q4km,192t,192,24,0,0,128,15203,8.42
coder_q4km,192t,192,24,0,1,128,56723,2.26
coder_q4km,192t,192,24,0,2,128,23947,5.35
coder_q4km,192t,192,24,0,3,128,75566,1.69
coder_q4km,192t,192,24,0,4,128,65817,1.94
coder_q4km,192t,192,24,0,5,128,24288,5.27
coder_q4km,192t,192,24,0,6,128,69365,1.85
coder_q4km,192t,192,24,0,7,128,34104,3.75
coder_q4km,192t,192,24,0,8,128,30364,4.22
coder_q4km,192t,192,24,0,9,0,600061,0.00
coder_q4km,192t,192,32,0,0,0,3947,0.00
coder_q4km,192t,192,32,0,1,0,1119,0.00
coder_q4km,192t,192,32,0,2,0,20,0.00
coder_q4km,192t,192,32,0,3,0,20,0.00
coder_q4km,192t,192,32,0,4,0,20,0.00
coder_q4km,192t,192,32,0,5,0,18,0.00
coder_q4km,192t,192,32,0,6,0,18,0.00
coder_q4km,192t,192,32,0,7,0,18,0.00
coder_q4km,192t,192,32,0,8,0,19,0.00
coder_q4km,192t,192,32,0,9,0,18,0.00
coder_q4km,192t,192,48,0,0,128,45501,2.81
coder_q4km,192t,192,48,0,1,128,79848,1.60
coder_q4km,192t,192,48,0,2,128,62646,2.04
coder_q4km,192t,192,48,0,3,0,107631,0.00
coder_q4km,192t,192,48,0,4,0,21,0.00
coder_q4km,192t,192,48,0,5,0,19,0.00
coder_q4km,192t,192,48,0,6,0,20,0.00
coder_q4km,192t,192,48,0,7,0,19,0.00
coder_q4km,192t,192,48,0,8,0,19,0.00
coder_q4km,192t,192,48,0,9,0,18,0.00
