model,mode,threads,draft_max,p_split,request_idx,tokens_generated,time_ms,tokens_per_sec
coder_q4km,192t,192,8,0,0,0,25,0.00
coder_q4km,192t,192,8,0,1,0,20,0.00
coder_q4km,192t,192,8,0,2,128,83036,1.54
coder_q4km,192t,192,8,0,3,128,59622,2.15
coder_q4km,192t,192,8,0,4,128,130185,0.98
coder_q4km,192t,192,8,0,5,0,35406,0.00
coder_q4km,192t,192,8,0,6,0,20,0.00
coder_q4km,192t,192,8,0,7,0,20,0.00
coder_q4km,192t,192,8,0,8,0,19,0.00
coder_q4km,192t,192,8,0,9,0,17,0.00
coder_q4km,192t,192,16,0,0,128,8979,14.26
coder_q4km,192t,192,16,0,1,128,28245,4.53
coder_q4km,192t,192,16,0,2,128,27266,4.69
coder_q4km,192t,192,16,0,3,128,52715,2.43
coder_q4km,192t,192,16,0,4,128,69571,1.84
coder_q4km,192t,192,16,0,5,128,25538,5.01
coder_q4km,192t,192,16,0,6,128,37345,3.43
coder_q4km,192t,192,16,0,7,128,33922,3.77
coder_q4km,192t,192,16,0,8,128,113107,1.13
coder_q4km,192t,192,16,0,9,128,69924,1.83
coder_q4km,192t,192,24,0,0,128,21444,5.97
coder_q4km,192t,192,24,0,1,128,43445,2.95
coder_q4km,192t,192,24,0,2,128,40246,3.18
coder_q4km,192t,192,24,0,3,128,27887,4.59
coder_q4km,192t,192,24,0,4,128,46631,2.74
coder_q4km,192t,192,24,0,5,128,72080,1.78
coder_q4km,192t,192,24,0,6,128,70885,1.81
coder_q4km,192t,192,24,0,7,128,60886,2.10
coder_q4km,192t,192,24,0,8,128,39596,3.23
coder_q4km,192t,192,24,0,9,128,42231,3.03
coder_q4km,192t,192,32,0,0,128,53100,2.41
coder_q4km,192t,192,32,0,1,128,83180,1.54
coder_q4km,192t,192,32,0,2,128,32949,3.88
coder_q4km,192t,192,32,0,3,128,43279,2.96
coder_q4km,192t,192,32,0,4,0,60536,0.00
coder_q4km,192t,192,32,0,5,0,57,0.00
coder_q4km,192t,192,32,0,6,0,20,0.00
coder_q4km,192t,192,32,0,7,0,19,0.00
coder_q4km,192t,192,32,0,8,0,19,0.00
coder_q4km,192t,192,32,0,9,0,18,0.00
coder_q4km,192t,192,48,0,0,128,112867,1.13
coder_q4km,192t,192,48,0,1,128,123689,1.03
coder_q4km,192t,192,48,0,2,0,21076,0.00
coder_q4km,192t,192,48,0,3,0,285,0.00
coder_q4km,192t,192,48,0,4,0,83,0.00
coder_q4km,192t,192,48,0,5,0,19,0.00
coder_q4km,192t,192,48,0,6,0,18,0.00
coder_q4km,192t,192,48,0,7,0,20,0.00
coder_q4km,192t,192,48,0,8,0,18,0.00
coder_q4km,192t,192,48,0,9,0,18,0.00
coder_q4km,numa_48t,48,8,0,0,0,234,0.00
coder_q4km,numa_48t,48,8,0,1,0,20,0.00
coder_q4km,numa_48t,48,8,0,2,0,19,0.00
coder_q4km,numa_48t,48,8,0,3,0,19,0.00
coder_q4km,numa_48t,48,8,0,4,0,17,0.00
coder_q4km,numa_48t,48,8,0,5,0,18,0.00
coder_q4km,numa_48t,48,8,0,6,0,19,0.00
coder_q4km,numa_48t,48,8,0,7,0,19,0.00
coder_q4km,numa_48t,48,8,0,8,0,18,0.00
coder_q4km,numa_48t,48,8,0,9,0,18,0.00
coder_q4km,numa_48t,48,16,0,0,128,86763,1.48
coder_q4km,numa_48t,48,16,0,1,0,58307,0.00
coder_q4km,numa_48t,48,16,0,2,0,88,0.00
coder_q4km,numa_48t,48,16,0,3,0,21,0.00
coder_q4km,numa_48t,48,16,0,4,0,20,0.00
coder_q4km,numa_48t,48,16,0,5,0,18,0.00
coder_q4km,numa_48t,48,16,0,6,0,20,0.00
coder_q4km,numa_48t,48,16,0,7,0,19,0.00
coder_q4km,numa_48t,48,16,0,8,0,19,0.00
coder_q4km,numa_48t,48,16,0,9,0,20,0.00
coder_q4km,numa_48t,48,24,0,0,128,11583,11.05
coder_q4km,numa_48t,48,24,0,1,0,15884,0.00
coder_q4km,numa_48t,48,24,0,2,0,116,0.00
coder_q4km,numa_48t,48,24,0,3,0,21,0.00
coder_q4km,numa_48t,48,24,0,4,0,20,0.00
coder_q4km,numa_48t,48,24,0,5,0,20,0.00
coder_q4km,numa_48t,48,24,0,6,0,18,0.00
coder_q4km,numa_48t,48,24,0,7,0,18,0.00
coder_q4km,numa_48t,48,24,0,8,0,17,0.00
coder_q4km,numa_48t,48,24,0,9,0,18,0.00
